report_event,duid,participant,region,issue_time,effective_time,cancellation_time,directed_resource_type,reason,direction_instruction,market_notice,directed_mwh,compensation_payment,retained_trading_amount,additional_compensation,ie_fee,cra,source_format,source_file
2022-01-21T12:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-01-21T12:59:59Z,2022-01-22T03:00:00Z,2022-01-22T15:30:00Z,,System security,Synchronise,MN 93988,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-21T12:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-01-21T15:00:00Z,2022-01-22T02:00:00Z,2022-01-23T15:30:00Z,,System security,Remain,MN 93988,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-21T12:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-01-22T14:00:00Z,2022-01-22T23:29:59Z,2022-01-23T14:29:59Z,,System security,Synchronise,MN 93988,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-21T12:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-01-28T15:59:59Z,2022-01-29T01:30:00Z,2022-01-29T17:45:00Z,,System security,Remain,MN 94138,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-01-28T15:59:59Z,2022-01-30T02:00:00Z,2022-01-30T13:09:59Z,,System security,Synchronise,MN 94180,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-21T12:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-01-28T15:59:59Z,2022-01-29T08:29:59Z,2022-01-29T15:59:59Z,,System security,Synchronise,MN 94138,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-01-29T15:59:59Z,2022-01-30T00:30:00Z,2022-01-30T13:09:59Z,,System security,Synchronise,MN 94180,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-01-31T15:59:59Z,2022-02-01T09:00:00Z,2022-02-02T17:00:00Z,,System security,Synchronise,MN 94259,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-01-31T15:59:59Z,2022-02-01T08:29:59Z,2022-02-01T18:30:00Z,,System security,Synchronise,MN 94259,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-01T15:30:00Z,2022-02-02T01:30:00Z,2022-02-03T17:29:59Z,,System security,Synchronise,MN 94259,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-01-28T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-02T15:10:00Z,2022-02-03T08:00:00Z,2022-02-03T17:29:59Z,,System security,Synchronise,MN 94259,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-03T17:00:00Z,2022-02-04T08:00:00Z,2022-02-04T16:30:00Z,,System security,Synchronise,MN 94468,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-03T17:00:00Z,2022-02-03T18:00:00Z,2022-02-06T16:15:00Z,,System security,Remain,MN 94468,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-04T16:30:00Z,2022-02-05T07:30:00Z,2022-02-05T15:30:00Z,,System security,Synchronise,MN 94468,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-05T15:30:00Z,2022-02-06T00:59:59Z,2022-02-06T15:00:00Z,,System security,Synchronise,MN 94468,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-06T15:00:00Z,2022-02-07T08:00:00Z,2022-02-07T12:59:59Z,,System security,Synchronise,MN 94499,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-06T15:00:00Z,2022-02-07T08:00:00Z,2022-02-07T12:59:59Z,,System security,Synchronise,MN 94499,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-09T17:00:00Z,2022-02-10T09:30:00Z,2022-02-10T17:00:00Z,,System security,Remain,MN 94499,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-09T17:00:00Z,2022-02-10T09:59:59Z,2022-02-10T15:59:59Z,,System security,Synchronise,MN 94499,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-10T15:00:00Z,2022-02-11T06:59:59Z,2022-02-11T17:29:59Z,,System security,Synchronise,MN 94553,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-10T15:00:00Z,2022-02-11T07:30:00Z,2022-02-11T17:29:59Z,,System security,Synchronise,MN 94553,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-02-10T16:30:00Z,2022-02-11T06:59:59Z,2022-02-10T19:50:00Z,,System security,Remain,MN 94553,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-02-10T16:30:00Z,2022-02-11T06:59:59Z,2022-02-10T19:50:00Z,,System security,Remain,MN 94553,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,DRYCGT1,Synergen Power Pty Limited,SA1,2022-02-10T17:05:00Z,2022-02-10T17:10:00Z,2022-02-10T17:35:00Z,,System security,Synchronise,MN 94542,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-02-10T17:05:00Z,2022-02-10T17:10:00Z,2022-02-10T17:05:00Z,,System security,Synchronise,MN 94542,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-02-10T17:05:00Z,2022-02-10T17:10:00Z,2022-02-10T17:35:00Z,,System security,Synchronise,MN 94542,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-11T15:00:00Z,2022-02-12T06:59:59Z,2022-02-12T15:30:00Z,,System security,Synchronise,MN 94586,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-03T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-11T15:59:59Z,2022-02-11T18:30:00Z,2022-02-12T15:30:00Z,,System security,Remain,MN 94586,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-02-12T16:30:00Z,2022-02-13T02:29:59Z,2022-02-13T12:00:00Z,,System security,Synchronise,MN 94597,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-17T15:49:59Z,2022-02-18T08:29:59Z,2022-02-18T14:19:59Z,,System security,Remain,MN 94642,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-17T15:49:59Z,2022-02-18T16:09:59Z,2022-02-18T17:29:59Z,,System security,Remain,MN 94642,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-17T15:49:59Z,2022-02-18T08:29:59Z,2022-02-18T14:19:59Z,,System security,Synchronise,MN 94642,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-18T17:00:00Z,2022-02-19T07:30:00Z,2022-02-19T17:00:00Z,,System security,Synchronise,MN 94691,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-12T16:30:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-18T17:00:00Z,2022-02-19T08:00:00Z,2022-02-19T15:59:59Z,,System security,Synchronise,MN 94691,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-19T17:00:00Z,2022-02-20T09:59:59Z,2022-02-20T17:29:59Z,,System security,Remain,MN 94712,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-19T17:00:00Z,2022-02-20T09:00:00Z,2022-02-20T16:30:00Z,,System security,Synchronise,MN 94712,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-20T17:00:00Z,2022-02-21T09:30:00Z,2022-02-21T17:00:00Z,,System security,Remain,MN 94735,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-20T17:00:00Z,2022-02-21T08:29:59Z,2022-02-21T15:59:59Z,,System security,Synchronise,MN 94735,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-21T15:59:59Z,2022-02-22T00:59:59Z,2022-02-22T16:30:00Z,,System security,Remain,MN 94773,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-21T15:59:59Z,2022-02-22T07:30:00Z,2022-02-22T15:30:00Z,,System security,Synchronise,MN 94773,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-22T17:00:00Z,2022-02-23T07:30:00Z,2022-02-23T14:29:59Z,,System security,Synchronise,MN 94824,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-24T15:00:00Z,2022-02-24T23:00:00Z,2022-02-26T16:15:00Z,,System security,Synchronise,MN 94855,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-02-24T15:00:00Z,2022-02-25T00:00:00Z,2022-02-26T14:29:59Z,,System security,Synchronise,MN 94855,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-02-26T15:04:59Z,2022-02-26T15:10:00Z,2022-02-26T15:59:59Z,,System security,Synchronise,MN 94855,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-19T17:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-02-26T15:04:59Z,2022-02-26T15:10:00Z,2022-02-26T15:59:59Z,,System security,Synchronise,MN 94855,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-02-26T15:14:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-02-26T15:14:59Z,2022-02-27T02:00:00Z,2022-02-27T15:30:00Z,,System security,Remain,MN 94894,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-04T15:59:59Z,2022-03-05T08:29:59Z,2022-03-09T18:00:00Z,,System security,Synchronise,MN 95051,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-04T15:59:59Z,2022-03-05T06:59:59Z,2022-03-06T23:29:59Z,,System security,Synchronise,MN 95051,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-06T17:00:00Z,2022-03-07T09:00:00Z,2022-03-10T17:15:00Z,,System security,Synchronise,MN 95051,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-09T16:44:59Z,2022-03-10T08:00:00Z,2022-03-10T15:59:59Z,,System security,Synchronise,MN 95051,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-10T17:00:00Z,2022-03-11T08:29:59Z,2022-03-11T15:30:00Z,,System security,Synchronise,MN 95225,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-10T17:00:00Z,2022-03-11T09:59:59Z,2022-03-11T16:40:00Z,,System security,Synchronise,MN 95225,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-11T17:00:00Z,2022-03-12T07:30:00Z,2022-03-12T20:29:59Z,,System security,Synchronise,MN 95249,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-04T15:59:59Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-11T17:00:00Z,2022-03-12T08:00:00Z,2022-03-12T17:29:59Z,,System security,Synchronise,MN 95249,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-12T17:00:00Z,2022-03-13T06:59:59Z,2022-03-13T15:59:59Z,,System security,Synchronise,MN 95268,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-12T17:00:00Z,2022-03-13T06:59:59Z,2022-03-12T21:00:00Z,,System security,Synchronise,MN 95268,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-17T17:00:00Z,2022-03-18T08:29:59Z,2022-03-18T09:04:59Z,,System security,Synchronise,MN 95376,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-17T17:00:00Z,2022-03-18T11:45:00Z,2022-03-18T15:30:00Z,,System security,Synchronise,MN 95376,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-03-18T09:14:59Z,2022-03-18T09:24:59Z,2022-03-18T12:04:59Z,,System security,Synchronise,MN 95376,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-03-18T09:14:59Z,2022-03-18T09:24:59Z,2022-03-18T12:04:59Z,,System security,Synchronise,MN 95376,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-12T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-18T17:00:00Z,2022-03-19T08:00:00Z,2022-03-19T14:29:59Z,,System security,Synchronise,MN 95389,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-19T17:00:00Z,2022-03-20T08:00:00Z,2022-03-20T12:59:59Z,,System security,Remain,MN 95463,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-22T17:00:00Z,2022-03-23T00:30:00Z,2022-03-23T15:04:59Z,,System security,Remain,MN 95498,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-22T17:00:00Z,2022-03-23T08:00:00Z,2022-03-23T16:50:00Z,,System security,Synchronise,MN 95498,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-23T17:00:00Z,2022-03-24T08:00:00Z,2022-03-24T17:05:00Z,,System security,Synchronise,MN 95511,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-23T17:00:00Z,2022-03-24T09:30:00Z,2022-03-24T16:05:00Z,,System security,Synchronise,MN 95511,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-24T17:00:00Z,2022-03-25T07:30:00Z,2022-03-25T17:00:00Z,,System security,Synchronise,MN 95525,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-24T17:00:00Z,2022-03-25T08:00:00Z,2022-03-25T15:59:59Z,,System security,Synchronise,MN 95525,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-03-24T17:25:00Z,2022-03-24T17:25:00Z,2022-03-24T17:29:59Z,,System security,Synchronise,MN 95525,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-03-24T17:25:00Z,2022-03-24T17:25:00Z,2022-03-24T17:29:59Z,,System security,Synchronise,MN 95525,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-25T15:30:00Z,2022-03-26T07:30:00Z,2022-03-26T15:30:00Z,,System security,Synchronise,MN 95544,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-19T17:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-25T15:30:00Z,2022-03-26T00:59:59Z,2022-03-26T16:44:59Z,,System security,Synchronise,MN 95544,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-26T15:00:00Z,2022-03-27T08:00:00Z,2022-03-27T14:00:00Z,,System security,Synchronise,MN 95566,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-26T15:00:00Z,2022-03-27T07:30:00Z,2022-03-27T15:30:00Z,,System security,Synchronise,MN 95566,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-28T16:30:00Z,2022-03-29T09:59:59Z,2022-03-29T17:35:00Z,,System security,Synchronise,MN 95621,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-03-29T16:30:00Z,2022-03-30T00:59:59Z,2022-04-01T08:00:00Z,,System security,Synchronise,MN 95636,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-03-29T16:30:00Z,2022-03-30T08:29:59Z,2022-04-02T12:30:00Z,,System security,Synchronise,MN 95636,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-03-31T16:30:00Z,2022-04-01T08:00:00Z,2022-04-02T15:30:00Z,,System security,Synchronise,MN 95636,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-04-02T12:55:00Z,2022-04-02T12:55:00Z,2022-04-02T14:29:59Z,,System security,Synchronise,MN 95636,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-03-26T15:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-04-02T12:55:00Z,2022-04-02T12:55:00Z,2022-04-02T14:29:59Z,,System security,Synchronise,MN 95636,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-04-06T18:00:00Z,2022-04-07T09:30:00Z,2022-04-07T14:29:59Z,,System security,Synchronise,MN 95744,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-04-08T17:00:00Z,2022-04-09T01:30:00Z,2022-04-09T14:29:59Z,,System security,Remain,MN 95770,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-04-08T17:00:00Z,2022-04-09T00:59:59Z,2022-04-09T14:29:59Z,,System security,Remain,MN 95770,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-04-09T16:30:00Z,2022-04-10T01:30:00Z,2022-04-10T14:00:00Z,,System security,Remain,MN 95782,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-04-09T16:30:00Z,2022-04-10T00:59:59Z,2022-04-10T14:29:59Z,,System security,Remain,MN 95782,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-04-11T09:59:59Z,2022-04-12T09:00:00Z,2022-04-12T08:00:00Z,,System security,Synchronise,MN 95791,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-04-12T17:00:00Z,2022-04-13T09:00:00Z,2022-04-13T09:14:59Z,,System security,Synchronise,MN 95804,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,DRYCGT2,Synergen Power Pty Limited,SA1,2022-04-13T09:24:59Z,2022-04-13T09:24:59Z,2022-04-13T10:50:00Z,,System security,Synchronise,MN 95804,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,DRYCGT3,Synergen Power Pty Limited,SA1,2022-04-13T09:24:59Z,2022-04-13T09:24:59Z,2022-04-13T10:50:00Z,,System security,Synchronise,MN 95804,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2022-04-13T09:45:00Z,2022-04-13T10:44:59Z,2022-04-13T14:29:59Z,,System security,Synchronise,MN 95804,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-04-13T17:00:00Z,2022-04-14T09:00:00Z,2022-04-14T06:49:59Z,,System security,Synchronise,MN 95841,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-04-14T17:00:00Z,2022-04-15T02:00:00Z,2022-04-15T14:29:59Z,,System security,Remain,MN 95856,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB4,AGL SA Generation Pty Limited,SA1,2022-04-14T17:00:00Z,2022-04-15T09:00:00Z,2022-04-15T14:29:59Z,,System security,Synchronise,MN 95856,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2022-04-06T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2022-04-15T17:00:00Z,2022-04-16T03:59:59Z,2022-04-16T14:29:59Z,,System security,Remain,MN 95872,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
