DUID,cal_day,contam,clean,essential_day
PPCCGT,2023-06-01,clean,TRUE,FALSE
PPCCGT,2023-06-02,clean,TRUE,FALSE
PPCCGT,2023-06-03,clean,TRUE,FALSE
PPCCGT,2023-06-04,clean,TRUE,FALSE
PPCCGT,2023-06-05,clean,TRUE,FALSE
PPCCGT,2023-06-06,clean,TRUE,FALSE
PPCCGT,2023-06-07,clean,TRUE,FALSE
PPCCGT,2023-06-08,clean,TRUE,FALSE
PPCCGT,2023-06-09,clean,TRUE,FALSE
PPCCGT,2023-06-10,clean,TRUE,FALSE
PPCCGT,2023-06-11,clean,TRUE,FALSE
PPCCGT,2023-06-12,clean,TRUE,FALSE
PPCCGT,2023-06-13,clean,TRUE,FALSE
PPCCGT,2023-06-14,clean,TRUE,FALSE
PPCCGT,2023-06-15,clean,TRUE,FALSE
PPCCGT,2023-06-16,clean,TRUE,FALSE
PPCCGT,2023-06-17,clean,TRUE,FALSE
PPCCGT,2023-06-18,clean,TRUE,FALSE
PPCCGT,2023-06-19,clean,TRUE,FALSE
PPCCGT,2023-06-20,clean,TRUE,FALSE
PPCCGT,2023-06-21,clean,TRUE,FALSE
PPCCGT,2023-06-22,clean,TRUE,FALSE
PPCCGT,2023-06-23,clean,TRUE,FALSE
PPCCGT,2023-06-24,clean,TRUE,FALSE
PPCCGT,2023-06-25,clean,TRUE,FALSE
PPCCGT,2023-06-26,clean,TRUE,FALSE
PPCCGT,2023-06-27,clean,TRUE,FALSE
PPCCGT,2023-06-28,clean,TRUE,FALSE
PPCCGT,2023-06-29,clean,TRUE,FALSE
PPCCGT,2023-06-30,clean,TRUE,FALSE
PPCCGT,2023-07-01,clean,TRUE,FALSE
PPCCGT,2023-07-02,clean,TRUE,FALSE
PPCCGT,2023-07-03,clean,TRUE,FALSE
PPCCGT,2023-07-04,clean,TRUE,FALSE
PPCCGT,2023-07-05,clean,TRUE,FALSE
PPCCGT,2023-07-06,clean,TRUE,FALSE
PPCCGT,2023-07-07,clean,TRUE,FALSE
PPCCGT,2023-07-08,clean,TRUE,FALSE
PPCCGT,2023-07-09,clean,TRUE,FALSE
PPCCGT,2023-07-10,clean,TRUE,FALSE
PPCCGT,2023-07-11,clean,TRUE,FALSE
PPCCGT,2023-07-12,clean,TRUE,FALSE
PPCCGT,2023-07-13,clean,TRUE,FALSE
PPCCGT,2023-07-14,issued-pending,FALSE,FALSE
PPCCGT,2023-07-15,boundary,FALSE,FALSE
PPCCGT,2023-07-16,clean,TRUE,FALSE
PPCCGT,2023-07-17,clean,TRUE,FALSE
PPCCGT,2023-07-18,clean,TRUE,FALSE
PPCCGT,2023-07-19,issued-pending,FALSE,FALSE
PPCCGT,2023-07-20,continuation-active,FALSE,FALSE
PPCCGT,2023-07-21,clean,TRUE,FALSE
PPCCGT,2023-07-22,clean,TRUE,FALSE
PPCCGT,2023-07-23,clean,TRUE,FALSE
PPCCGT,2023-07-24,clean,TRUE,FALSE
PPCCGT,2023-07-25,clean,TRUE,FALSE
PPCCGT,2023-07-26,clean,TRUE,FALSE
PPCCGT,2023-07-27,clean,TRUE,FALSE
PPCCGT,2023-07-28,clean,TRUE,FALSE
PPCCGT,2023-07-29,clean,TRUE,FALSE
PPCCGT,2023-07-30,clean,TRUE,FALSE
PPCCGT,2023-07-31,clean,TRUE,FALSE
PPCCGT,2023-08-01,clean,TRUE,FALSE
PPCCGT,2023-08-02,clean,TRUE,FALSE
PPCCGT,2023-08-03,clean,TRUE,FALSE
PPCCGT,2023-08-04,clean,TRUE,FALSE
PPCCGT,2023-08-05,clean,TRUE,FALSE
PPCCGT,2023-08-06,clean,TRUE,FALSE
PPCCGT,2023-08-07,clean,TRUE,FALSE
PPCCGT,2023-08-08,clean,TRUE,FALSE
PPCCGT,2023-08-09,clean,TRUE,FALSE
PPCCGT,2023-08-10,clean,TRUE,FALSE
PPCCGT,2023-08-11,clean,TRUE,FALSE
PPCCGT,2023-08-12,clean,TRUE,FALSE
PPCCGT,2023-08-13,clean,TRUE,FALSE
PPCCGT,2023-08-14,clean,TRUE,FALSE
PPCCGT,2023-08-15,clean,TRUE,FALSE
PPCCGT,2023-08-16,clean,TRUE,FALSE
PPCCGT,2023-08-17,clean,TRUE,FALSE
PPCCGT,2023-08-18,clean,TRUE,FALSE
PPCCGT,2023-08-19,clean,TRUE,FALSE
PPCCGT,2023-08-20,clean,TRUE,FALSE
PPCCGT,2023-08-21,clean,TRUE,FALSE
PPCCGT,2023-08-22,clean,TRUE,FALSE
PPCCGT,2023-08-23,clean,TRUE,FALSE
PPCCGT,2023-08-24,clean,TRUE,FALSE
PPCCGT,2023-08-25,clean,TRUE,FALSE
PPCCGT,2023-08-26,clean,TRUE,FALSE
PPCCGT,2023-08-27,clean,TRUE,FALSE
PPCCGT,2023-08-28,clean,TRUE,FALSE
PPCCGT,2023-08-29,clean,TRUE,FALSE
PPCCGT,2023-08-30,clean,TRUE,FALSE
PPCCGT,2023-08-31,clean,TRUE,FALSE
PPCCGT,2023-09-01,clean,TRUE,FALSE
PPCCGT,2023-09-02,clean,TRUE,FALSE
PPCCGT,2023-09-03,clean,TRUE,FALSE
PPCCGT,2023-09-04,clean,TRUE,FALSE
PPCCGT,2023-09-05,clean,TRUE,FALSE
PPCCGT,2023-09-06,boundary,FALSE,FALSE
PPCCGT,2023-09-07,clean,TRUE,FALSE
PPCCGT,2023-09-08,clean,TRUE,FALSE
PPCCGT,2023-09-09,clean,TRUE,FALSE
PPCCGT,2023-09-10,clean,TRUE,FALSE
PPCCGT,2023-09-11,clean,TRUE,FALSE
PPCCGT,2023-09-12,clean,TRUE,FALSE
PPCCGT,2023-09-13,clean,TRUE,FALSE
PPCCGT,2023-09-14,clean,TRUE,FALSE
PPCCGT,2023-09-15,clean,TRUE,FALSE
PPCCGT,2023-09-16,clean,TRUE,FALSE
PPCCGT,2023-09-17,clean,TRUE,FALSE
PPCCGT,2023-09-18,clean,TRUE,FALSE
PPCCGT,2023-09-19,clean,TRUE,FALSE
PPCCGT,2023-09-20,clean,TRUE,FALSE
PPCCGT,2023-09-21,clean,TRUE,FALSE
PPCCGT,2023-09-22,clean,TRUE,FALSE
PPCCGT,2023-09-23,clean,TRUE,FALSE
PPCCGT,2023-09-24,clean,TRUE,FALSE
PPCCGT,2023-09-25,clean,TRUE,FALSE
PPCCGT,2023-09-26,clean,TRUE,FALSE
PPCCGT,2023-09-27,clean,TRUE,FALSE
PPCCGT,2023-09-28,clean,TRUE,FALSE
PPCCGT,2023-09-29,clean,TRUE,FALSE
PPCCGT,2023-09-30,clean,TRUE,FALSE
PPCCGT,2023-10-01,clean,TRUE,FALSE
PPCCGT,2023-10-02,clean,TRUE,FALSE
PPCCGT,2023-10-03,clean,TRUE,FALSE
PPCCGT,2023-10-04,clean,TRUE,FALSE
PPCCGT,2023-10-05,clean,TRUE,FALSE
PPCCGT,2023-10-06,clean,TRUE,FALSE
PPCCGT,2023-10-07,clean,TRUE,FALSE
PPCCGT,2023-10-08,clean,TRUE,FALSE
PPCCGT,2023-10-09,clean,TRUE,FALSE
PPCCGT,2023-10-10,clean,TRUE,FALSE
PPCCGT,2023-10-11,clean,TRUE,FALSE
PPCCGT,2023-10-12,clean,TRUE,FALSE
PPCCGT,2023-10-13,clean,TRUE,FALSE
PPCCGT,2023-10-14,clean,TRUE,FALSE
PPCCGT,2023-10-15,clean,TRUE,FALSE
PPCCGT,2023-10-16,clean,TRUE,FALSE
PPCCGT,2023-10-17,clean,TRUE,FALSE
PPCCGT,2023-10-18,clean,TRUE,FALSE
PPCCGT,2023-10-19,clean,TRUE,FALSE
PPCCGT,2023-10-20,clean,TRUE,FALSE
PPCCGT,2023-10-21,clean,TRUE,FALSE
PPCCGT,2023-10-22,clean,TRUE,FALSE
PPCCGT,2023-10-23,clean,TRUE,FALSE
PPCCGT,2023-10-24,clean,TRUE,FALSE
PPCCGT,2023-10-25,clean,TRUE,FALSE
PPCCGT,2023-10-26,clean,TRUE,TRUE
PPCCGT,2023-10-27,clean,TRUE,TRUE
PPCCGT,2023-10-28,boundary,FALSE,TRUE
PPCCGT,2023-10-29,clean,TRUE,FALSE
PPCCGT,2023-10-30,clean,TRUE,FALSE
PPCCGT,2023-10-31,continuation-active,FALSE,FALSE
PPCCGT,2023-11-01,boundary,FALSE,FALSE
PPCCGT,2023-11-02,clean,TRUE,FALSE
PPCCGT,2023-11-03,clean,TRUE,FALSE
PPCCGT,2023-11-04,clean,TRUE,FALSE
PPCCGT,2023-11-05,clean,TRUE,FALSE
PPCCGT,2023-11-06,clean,TRUE,FALSE
PPCCGT,2023-11-07,clean,TRUE,FALSE
PPCCGT,2023-11-08,clean,TRUE,FALSE
PPCCGT,2023-11-09,clean,TRUE,FALSE
PPCCGT,2023-11-10,clean,TRUE,FALSE
PPCCGT,2023-11-11,clean,TRUE,FALSE
PPCCGT,2023-11-12,clean,TRUE,FALSE
PPCCGT,2023-11-13,clean,TRUE,FALSE
PPCCGT,2023-11-14,clean,TRUE,FALSE
PPCCGT,2023-11-15,clean,TRUE,FALSE
PPCCGT,2023-11-16,clean,TRUE,FALSE
PPCCGT,2023-11-17,clean,TRUE,FALSE
PPCCGT,2023-11-18,clean,TRUE,FALSE
PPCCGT,2023-11-19,clean,TRUE,FALSE
PPCCGT,2023-11-20,clean,TRUE,FALSE
PPCCGT,2023-11-21,clean,TRUE,FALSE
PPCCGT,2023-11-22,clean,TRUE,FALSE
PPCCGT,2023-11-23,clean,TRUE,FALSE
PPCCGT,2023-11-24,clean,TRUE,FALSE
PPCCGT,2023-11-25,clean,TRUE,FALSE
PPCCGT,2023-11-26,clean,TRUE,FALSE
PPCCGT,2023-11-27,clean,TRUE,FALSE
PPCCGT,2023-11-28,clean,TRUE,FALSE
PPCCGT,2023-11-29,boundary,FALSE,FALSE
PPCCGT,2023-11-30,clean,TRUE,FALSE
PPCCGT,2023-12-01,clean,TRUE,FALSE
PPCCGT,2023-12-02,clean,TRUE,FALSE
PPCCGT,2023-12-03,clean,TRUE,FALSE
PPCCGT,2023-12-04,clean,TRUE,FALSE
PPCCGT,2023-12-05,clean,TRUE,FALSE
PPCCGT,2023-12-06,clean,TRUE,FALSE
PPCCGT,2023-12-07,clean,TRUE,FALSE
PPCCGT,2023-12-08,clean,TRUE,FALSE
PPCCGT,2023-12-09,clean,TRUE,FALSE
PPCCGT,2023-12-10,clean,TRUE,FALSE
PPCCGT,2023-12-11,clean,TRUE,FALSE
PPCCGT,2023-12-12,clean,TRUE,FALSE
PPCCGT,2023-12-13,clean,TRUE,FALSE
PPCCGT,2023-12-14,clean,TRUE,FALSE
PPCCGT,2023-12-15,clean,TRUE,FALSE
PPCCGT,2023-12-16,clean,TRUE,FALSE
PPCCGT,2023-12-17,clean,TRUE,FALSE
PPCCGT,2023-12-18,clean,TRUE,FALSE
PPCCGT,2023-12-19,clean,TRUE,FALSE
PPCCGT,2023-12-20,clean,TRUE,FALSE
PPCCGT,2023-12-21,clean,TRUE,FALSE
PPCCGT,2023-12-22,clean,TRUE,FALSE
PPCCGT,2023-12-23,clean,TRUE,FALSE
PPCCGT,2023-12-24,clean,TRUE,FALSE
PPCCGT,2023-12-25,clean,TRUE,FALSE
PPCCGT,2023-12-26,clean,TRUE,FALSE
PPCCGT,2023-12-27,clean,TRUE,FALSE
PPCCGT,2023-12-28,clean,TRUE,FALSE
PPCCGT,2023-12-29,clean,TRUE,FALSE
PPCCGT,2023-12-30,clean,TRUE,FALSE
PPCCGT,2023-12-31,clean,TRUE,FALSE
PPCCGT,2024-01-01,clean,TRUE,FALSE
PPCCGT,2024-01-02,clean,TRUE,FALSE
PPCCGT,2024-01-03,clean,TRUE,FALSE
PPCCGT,2024-01-04,continuation-active,FALSE,FALSE
PPCCGT,2024-01-05,boundary,FALSE,FALSE
PPCCGT,2024-01-06,clean,TRUE,FALSE
PPCCGT,2024-01-07,clean,TRUE,FALSE
PPCCGT,2024-01-08,clean,TRUE,FALSE
PPCCGT,2024-01-09,clean,TRUE,FALSE
PPCCGT,2024-01-10,clean,TRUE,FALSE
PPCCGT,2024-01-11,clean,TRUE,FALSE
PPCCGT,2024-01-12,clean,TRUE,FALSE
PPCCGT,2024-01-13,clean,TRUE,FALSE
PPCCGT,2024-01-14,clean,TRUE,FALSE
PPCCGT,2024-01-15,clean,TRUE,FALSE
PPCCGT,2024-01-16,clean,TRUE,FALSE
PPCCGT,2024-01-17,clean,TRUE,FALSE
PPCCGT,2024-01-18,clean,TRUE,FALSE
PPCCGT,2024-01-19,clean,TRUE,FALSE
PPCCGT,2024-01-20,clean,TRUE,FALSE
PPCCGT,2024-01-21,clean,TRUE,FALSE
PPCCGT,2024-01-22,clean,TRUE,FALSE
PPCCGT,2024-01-23,clean,TRUE,FALSE
PPCCGT,2024-01-24,clean,TRUE,FALSE
PPCCGT,2024-01-25,clean,TRUE,FALSE
PPCCGT,2024-01-26,clean,TRUE,FALSE
PPCCGT,2024-01-27,clean,TRUE,FALSE
PPCCGT,2024-01-28,clean,TRUE,FALSE
PPCCGT,2024-01-29,clean,TRUE,FALSE
PPCCGT,2024-01-30,clean,TRUE,FALSE
PPCCGT,2024-01-31,clean,TRUE,FALSE
PPCCGT,2024-02-01,clean,TRUE,FALSE
PPCCGT,2024-02-02,clean,TRUE,FALSE
PPCCGT,2024-02-03,clean,TRUE,FALSE
PPCCGT,2024-02-04,clean,TRUE,FALSE
PPCCGT,2024-02-05,clean,TRUE,FALSE
PPCCGT,2024-02-06,clean,TRUE,FALSE
PPCCGT,2024-02-07,clean,TRUE,FALSE
PPCCGT,2024-02-08,clean,TRUE,FALSE
PPCCGT,2024-02-09,clean,TRUE,FALSE
PPCCGT,2024-02-10,clean,TRUE,FALSE
PPCCGT,2024-02-11,clean,TRUE,FALSE
PPCCGT,2024-02-12,clean,TRUE,FALSE
PPCCGT,2024-02-13,clean,TRUE,FALSE
PPCCGT,2024-02-14,clean,TRUE,FALSE
PPCCGT,2024-02-15,clean,TRUE,FALSE
PPCCGT,2024-02-16,clean,TRUE,FALSE
PPCCGT,2024-02-17,clean,TRUE,FALSE
PPCCGT,2024-02-18,clean,TRUE,FALSE
PPCCGT,2024-02-19,clean,TRUE,FALSE
PPCCGT,2024-02-20,clean,TRUE,FALSE
PPCCGT,2024-02-21,clean,TRUE,FALSE
PPCCGT,2024-02-22,clean,TRUE,FALSE
PPCCGT,2024-02-23,clean,TRUE,FALSE
PPCCGT,2024-02-24,clean,TRUE,FALSE
PPCCGT,2024-02-25,clean,TRUE,FALSE
PPCCGT,2024-02-26,clean,TRUE,FALSE
PPCCGT,2024-02-27,clean,TRUE,FALSE
PPCCGT,2024-02-28,clean,TRUE,FALSE
PPCCGT,2024-02-29,clean,TRUE,FALSE
PPCCGT,2024-03-01,clean,TRUE,FALSE
PPCCGT,2024-03-02,clean,TRUE,FALSE
PPCCGT,2024-03-03,clean,TRUE,FALSE
PPCCGT,2024-03-04,clean,TRUE,FALSE
PPCCGT,2024-03-05,clean,TRUE,FALSE
PPCCGT,2024-03-06,clean,TRUE,FALSE
PPCCGT,2024-03-07,clean,TRUE,FALSE
PPCCGT,2024-03-08,clean,TRUE,FALSE
PPCCGT,2024-03-09,clean,TRUE,FALSE
PPCCGT,2024-03-10,clean,TRUE,FALSE
PPCCGT,2024-03-11,clean,TRUE,FALSE
PPCCGT,2024-03-12,clean,TRUE,FALSE
PPCCGT,2024-03-13,clean,TRUE,FALSE
PPCCGT,2024-03-14,clean,TRUE,FALSE
PPCCGT,2024-03-15,clean,TRUE,FALSE
PPCCGT,2024-03-16,clean,TRUE,FALSE
PPCCGT,2024-03-17,clean,TRUE,FALSE
PPCCGT,2024-03-18,clean,TRUE,FALSE
PPCCGT,2024-03-19,clean,TRUE,FALSE
PPCCGT,2024-03-20,clean,TRUE,FALSE
PPCCGT,2024-03-21,clean,TRUE,FALSE
PPCCGT,2024-03-22,clean,TRUE,FALSE
PPCCGT,2024-03-23,continuation-active,FALSE,FALSE
PPCCGT,2024-03-24,continuation-active,FALSE,FALSE
PPCCGT,2024-03-25,continuation-active,FALSE,FALSE
PPCCGT,2024-03-26,boundary,FALSE,TRUE
PPCCGT,2024-03-27,boundary,FALSE,FALSE
PPCCGT,2024-03-28,clean,TRUE,FALSE
PPCCGT,2024-03-29,issued-pending,FALSE,FALSE
PPCCGT,2024-03-30,boundary,FALSE,FALSE
PPCCGT,2024-03-31,clean,TRUE,FALSE
PPCCGT,2024-04-01,clean,TRUE,FALSE
PPCCGT,2024-04-02,clean,TRUE,FALSE
PPCCGT,2024-04-03,clean,TRUE,FALSE
PPCCGT,2024-04-04,clean,TRUE,FALSE
PPCCGT,2024-04-05,boundary,FALSE,FALSE
PPCCGT,2024-04-06,clean,TRUE,FALSE
PPCCGT,2024-04-07,clean,TRUE,FALSE
PPCCGT,2024-04-08,boundary,FALSE,FALSE
PPCCGT,2024-04-09,clean,TRUE,FALSE
PPCCGT,2024-04-10,clean,TRUE,FALSE
PPCCGT,2024-04-11,clean,TRUE,FALSE
PPCCGT,2024-04-12,clean,TRUE,FALSE
PPCCGT,2024-04-13,clean,TRUE,FALSE
PPCCGT,2024-04-14,clean,TRUE,FALSE
PPCCGT,2024-04-15,clean,TRUE,FALSE
PPCCGT,2024-04-16,clean,TRUE,FALSE
PPCCGT,2024-04-17,clean,TRUE,FALSE
PPCCGT,2024-04-18,clean,TRUE,FALSE
PPCCGT,2024-04-19,clean,TRUE,FALSE
PPCCGT,2024-04-20,clean,TRUE,FALSE
PPCCGT,2024-04-21,clean,TRUE,FALSE
PPCCGT,2024-04-22,clean,TRUE,FALSE
PPCCGT,2024-04-23,clean,TRUE,FALSE
PPCCGT,2024-04-24,clean,TRUE,FALSE
PPCCGT,2024-04-25,clean,TRUE,FALSE
PPCCGT,2024-04-26,clean,TRUE,FALSE
PPCCGT,2024-04-27,clean,TRUE,FALSE
PPCCGT,2024-04-28,clean,TRUE,FALSE
PPCCGT,2024-04-29,clean,TRUE,FALSE
PPCCGT,2024-04-30,clean,TRUE,FALSE
PPCCGT,2024-05-01,clean,TRUE,FALSE
PPCCGT,2024-05-02,clean,TRUE,FALSE
PPCCGT,2024-05-03,clean,TRUE,FALSE
PPCCGT,2024-05-04,clean,TRUE,FALSE
PPCCGT,2024-05-05,clean,TRUE,FALSE
PPCCGT,2024-05-06,clean,TRUE,FALSE
PPCCGT,2024-05-07,clean,TRUE,FALSE
PPCCGT,2024-05-08,clean,TRUE,FALSE
PPCCGT,2024-05-09,clean,TRUE,FALSE
PPCCGT,2024-05-10,clean,TRUE,FALSE
PPCCGT,2024-05-11,clean,TRUE,FALSE
PPCCGT,2024-05-12,clean,TRUE,FALSE
PPCCGT,2024-05-13,clean,TRUE,FALSE
PPCCGT,2024-05-14,clean,TRUE,FALSE
PPCCGT,2024-05-15,clean,TRUE,FALSE
PPCCGT,2024-05-16,clean,TRUE,FALSE
PPCCGT,2024-05-17,clean,TRUE,FALSE
PPCCGT,2024-05-18,clean,TRUE,FALSE
PPCCGT,2024-05-19,clean,TRUE,FALSE
PPCCGT,2024-05-20,clean,TRUE,FALSE
PPCCGT,2024-05-21,clean,TRUE,FALSE
PPCCGT,2024-05-22,clean,TRUE,FALSE
PPCCGT,2024-05-23,clean,TRUE,FALSE
PPCCGT,2024-05-24,clean,TRUE,FALSE
PPCCGT,2024-05-25,clean,TRUE,FALSE
PPCCGT,2024-05-26,clean,TRUE,FALSE
PPCCGT,2024-05-27,clean,TRUE,FALSE
PPCCGT,2024-05-28,clean,TRUE,FALSE
PPCCGT,2024-05-29,clean,TRUE,FALSE
PPCCGT,2024-05-30,clean,TRUE,FALSE
PPCCGT,2024-05-31,clean,TRUE,FALSE
PPCCGT,2024-06-01,clean,TRUE,FALSE
PPCCGT,2024-06-02,clean,TRUE,FALSE
PPCCGT,2024-06-03,clean,TRUE,FALSE
PPCCGT,2024-06-04,clean,TRUE,FALSE
PPCCGT,2024-06-05,clean,TRUE,FALSE
PPCCGT,2024-06-06,clean,TRUE,FALSE
PPCCGT,2024-06-07,clean,TRUE,FALSE
PPCCGT,2024-06-08,clean,TRUE,FALSE
PPCCGT,2024-06-09,clean,TRUE,FALSE
PPCCGT,2024-06-10,clean,TRUE,FALSE
PPCCGT,2024-06-11,clean,TRUE,FALSE
PPCCGT,2024-06-12,clean,TRUE,FALSE
PPCCGT,2024-06-13,clean,TRUE,FALSE
PPCCGT,2024-06-14,clean,TRUE,FALSE
PPCCGT,2024-06-15,clean,TRUE,FALSE
PPCCGT,2024-06-16,clean,TRUE,FALSE
PPCCGT,2024-06-17,clean,TRUE,FALSE
PPCCGT,2024-06-18,clean,TRUE,FALSE
PPCCGT,2024-06-19,clean,TRUE,FALSE
PPCCGT,2024-06-20,clean,TRUE,FALSE
PPCCGT,2024-06-21,clean,TRUE,FALSE
PPCCGT,2024-06-22,clean,TRUE,FALSE
PPCCGT,2024-06-23,clean,TRUE,FALSE
PPCCGT,2024-06-24,clean,TRUE,FALSE
PPCCGT,2024-06-25,clean,TRUE,FALSE
PPCCGT,2024-06-26,clean,TRUE,FALSE
PPCCGT,2024-06-27,clean,TRUE,FALSE
PPCCGT,2024-06-28,clean,TRUE,FALSE
PPCCGT,2024-06-29,clean,TRUE,FALSE
PPCCGT,2024-06-30,clean,TRUE,FALSE
PPCCGT,2024-07-01,clean,TRUE,FALSE
PPCCGT,2024-07-02,clean,TRUE,FALSE
PPCCGT,2024-07-03,clean,TRUE,FALSE
PPCCGT,2024-07-04,clean,TRUE,FALSE
PPCCGT,2024-07-05,clean,TRUE,FALSE
PPCCGT,2024-07-06,clean,TRUE,FALSE
PPCCGT,2024-07-07,clean,TRUE,FALSE
PPCCGT,2024-07-08,clean,TRUE,FALSE
PPCCGT,2024-07-09,clean,TRUE,FALSE
PPCCGT,2024-07-10,clean,TRUE,FALSE
PPCCGT,2024-07-11,clean,TRUE,FALSE
PPCCGT,2024-07-12,clean,TRUE,FALSE
PPCCGT,2024-07-13,clean,TRUE,FALSE
PPCCGT,2024-07-14,clean,TRUE,FALSE
PPCCGT,2024-07-15,clean,TRUE,FALSE
PPCCGT,2024-07-16,clean,TRUE,FALSE
PPCCGT,2024-07-17,clean,TRUE,FALSE
PPCCGT,2024-07-18,clean,TRUE,FALSE
PPCCGT,2024-07-19,clean,TRUE,FALSE
PPCCGT,2024-07-20,clean,TRUE,FALSE
PPCCGT,2024-07-21,clean,TRUE,FALSE
PPCCGT,2024-07-22,clean,TRUE,FALSE
PPCCGT,2024-07-23,clean,TRUE,FALSE
PPCCGT,2024-07-24,clean,TRUE,FALSE
PPCCGT,2024-07-25,clean,TRUE,FALSE
PPCCGT,2024-07-26,clean,TRUE,FALSE
PPCCGT,2024-07-27,clean,TRUE,FALSE
PPCCGT,2024-07-28,clean,TRUE,FALSE
PPCCGT,2024-07-29,clean,TRUE,FALSE
PPCCGT,2024-07-30,clean,TRUE,FALSE
PPCCGT,2024-07-31,clean,TRUE,FALSE
PPCCGT,2024-08-01,clean,TRUE,FALSE
PPCCGT,2024-08-02,clean,TRUE,FALSE
PPCCGT,2024-08-03,boundary,FALSE,FALSE
PPCCGT,2024-08-04,clean,TRUE,FALSE
PPCCGT,2024-08-05,clean,TRUE,FALSE
PPCCGT,2024-08-06,clean,TRUE,FALSE
PPCCGT,2024-08-07,clean,TRUE,FALSE
PPCCGT,2024-08-08,clean,TRUE,FALSE
PPCCGT,2024-08-09,clean,TRUE,FALSE
PPCCGT,2024-08-10,clean,TRUE,FALSE
PPCCGT,2024-08-11,clean,TRUE,FALSE
PPCCGT,2024-08-12,clean,TRUE,FALSE
PPCCGT,2024-08-13,clean,TRUE,FALSE
PPCCGT,2024-08-14,clean,TRUE,FALSE
PPCCGT,2024-08-15,clean,TRUE,FALSE
PPCCGT,2024-08-16,clean,TRUE,FALSE
PPCCGT,2024-08-17,clean,TRUE,FALSE
PPCCGT,2024-08-18,clean,TRUE,FALSE
PPCCGT,2024-08-19,clean,TRUE,FALSE
PPCCGT,2024-08-20,clean,TRUE,FALSE
PPCCGT,2024-08-21,clean,TRUE,FALSE
PPCCGT,2024-08-22,clean,TRUE,FALSE
PPCCGT,2024-08-23,clean,TRUE,FALSE
PPCCGT,2024-08-24,clean,TRUE,FALSE
PPCCGT,2024-08-25,clean,TRUE,FALSE
PPCCGT,2024-08-26,clean,TRUE,FALSE
PPCCGT,2024-08-27,clean,TRUE,FALSE
PPCCGT,2024-08-28,clean,TRUE,FALSE
PPCCGT,2024-08-29,clean,TRUE,FALSE
PPCCGT,2024-08-30,clean,TRUE,FALSE
PPCCGT,2024-08-31,clean,TRUE,FALSE
PPCCGT,2024-09-01,clean,TRUE,FALSE
PPCCGT,2024-09-02,clean,TRUE,FALSE
PPCCGT,2024-09-03,clean,TRUE,FALSE
PPCCGT,2024-09-04,clean,TRUE,FALSE
PPCCGT,2024-09-05,clean,TRUE,FALSE
PPCCGT,2024-09-06,clean,TRUE,FALSE
PPCCGT,2024-09-07,clean,TRUE,FALSE
PPCCGT,2024-09-08,clean,TRUE,FALSE
PPCCGT,2024-09-09,clean,TRUE,FALSE
PPCCGT,2024-09-10,clean,TRUE,FALSE
PPCCGT,2024-09-11,clean,TRUE,FALSE
PPCCGT,2024-09-12,clean,TRUE,FALSE
PPCCGT,2024-09-13,clean,TRUE,FALSE
PPCCGT,2024-09-14,clean,TRUE,FALSE
PPCCGT,2024-09-15,clean,TRUE,FALSE
PPCCGT,2024-09-16,clean,TRUE,FALSE
PPCCGT,2024-09-17,clean,TRUE,FALSE
PPCCGT,2024-09-18,clean,TRUE,FALSE
PPCCGT,2024-09-19,clean,TRUE,FALSE
PPCCGT,2024-09-20,clean,TRUE,FALSE
PPCCGT,2024-09-21,clean,TRUE,FALSE
PPCCGT,2024-09-22,clean,TRUE,FALSE
PPCCGT,2024-09-23,continuation-active,FALSE,FALSE
PPCCGT,2024-09-24,boundary,FALSE,FALSE
PPCCGT,2024-09-25,clean,TRUE,FALSE
PPCCGT,2024-09-26,clean,TRUE,FALSE
PPCCGT,2024-09-27,clean,TRUE,FALSE
PPCCGT,2024-09-28,clean,TRUE,FALSE
PPCCGT,2024-09-29,clean,TRUE,FALSE
PPCCGT,2024-09-30,clean,TRUE,FALSE
PPCCGT,2024-10-01,clean,TRUE,FALSE
PPCCGT,2024-10-02,clean,TRUE,FALSE
PPCCGT,2024-10-03,clean,TRUE,FALSE
PPCCGT,2024-10-04,clean,TRUE,FALSE
PPCCGT,2024-10-05,clean,TRUE,FALSE
PPCCGT,2024-10-06,clean,TRUE,FALSE
PPCCGT,2024-10-07,clean,TRUE,FALSE
PPCCGT,2024-10-08,clean,TRUE,FALSE
PPCCGT,2024-10-09,clean,TRUE,FALSE
PPCCGT,2024-10-10,clean,TRUE,FALSE
PPCCGT,2024-10-11,clean,TRUE,FALSE
PPCCGT,2024-10-12,clean,TRUE,FALSE
PPCCGT,2024-10-13,clean,TRUE,FALSE
PPCCGT,2024-10-14,clean,TRUE,FALSE
PPCCGT,2024-10-15,clean,TRUE,FALSE
PPCCGT,2024-10-16,clean,TRUE,FALSE
PPCCGT,2024-10-17,issued-pending,FALSE,FALSE
PPCCGT,2024-10-18,boundary,FALSE,FALSE
PPCCGT,2024-10-19,clean,TRUE,FALSE
PPCCGT,2024-10-20,clean,TRUE,FALSE
PPCCGT,2024-10-21,clean,TRUE,FALSE
PPCCGT,2024-10-22,clean,TRUE,FALSE
PPCCGT,2024-10-23,clean,TRUE,FALSE
PPCCGT,2024-10-24,clean,TRUE,FALSE
PPCCGT,2024-10-25,clean,TRUE,FALSE
PPCCGT,2024-10-26,boundary,FALSE,FALSE
PPCCGT,2024-10-27,clean,TRUE,FALSE
